local_document	local_page	document_name	document_number	disease_state
1814196	73	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	79	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	57	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	61	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	96	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	55	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	32	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	74	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	21	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	66	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	23	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	60	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	65	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	26	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	53	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1789974	9	P_SKYRIZI CD Short Clinical_MOSL (v5.0)	RISN-US-00284-FM	Crohns Disease (CD)
1789974	6	P_SKYRIZI CD Short Clinical_MOSL (v5.0)	RISN-US-00284-FM	Crohns Disease (CD)
4152845	17	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	72	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	11	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	68	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	15	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	33	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	35	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	46	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	38	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	43	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	45	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	48	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	50	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	49	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	97	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	5	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	8	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	53	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	36	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	42	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	40	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	7	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	71	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	24	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	63	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	76	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	66	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	27	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	91	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	89	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	34	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	87	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	23	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	25	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	9	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	21	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	19	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	2	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	94	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	20	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	47	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	14	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	16	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	39	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	64	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	18	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	70	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
4152845	74	P_CLL Interactive Medical Aid (IMA) (v3.0)	BCL2-US-00409-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	10	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	14	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	17	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	16	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	21	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	19	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	18	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	20	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	9	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	11	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	13	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
3535390	12	P_Diving Deep into FTD and Time Off Treatment_CLL14 APP (v3.0)	BCL2-US-00391-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	3	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	43	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	11	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	42	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	38	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	41	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	40	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	10	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	39	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	9	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	13	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	1	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	48	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	30	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	21	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	44	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	26	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	17	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	35	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	6	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	52	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	24	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	15	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	50	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	32	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	46	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	28	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	19	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	37	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	4	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	12	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	23	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	14	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	2	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	49	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	31	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	22	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	45	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	27	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	18	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	36	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	25	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	16	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	34	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	51	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	47	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	29	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	20	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	5	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	7	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	33	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
4479120	8	VENETIAN (M24-287) STV Deck 2024 (v3.0)	BCL2-US-00419-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	15	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	3	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	50	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	4	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	25	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	13	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	23	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	7	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	35	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	59	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	10	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	32	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	22	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	26	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	24	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	37	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	8	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	55	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	31	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	48	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	27	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	38	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	61	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	34	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	11	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	53	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	56	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	57	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	33	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	16	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	29	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	1	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	42	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	40	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	5	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	51	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	41	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314866	2	R_CLL14 Reactive (v3.0)	BCL2-US-00375-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	55	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	42	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	43	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	33	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	58	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	20	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	47	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	15	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	52	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	35	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	9	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	39	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	8	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	13	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	26	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	40	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	49	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	24	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	31	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	11	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	45	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	25	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	32	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	48	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	16	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	36	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	10	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	28	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	5	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	44	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	51	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	34	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	27	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	7	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	50	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	22	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	38	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	30	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	46	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	1	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	21	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	29	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	3	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	2	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
3314859	4	R_Sequencing with Venetoclax in CLL (v10.0)	BCL2-US-00373-FM	Chronic Lymphocytic Leukemia (CLL)
