global_document	global_page	document_name	document_number	disease_state
4289218	14	Epcoritamab CDP- Investigator Only (v1.0)	EPCO-AA-00059-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma
4289218	18	Epcoritamab CDP- Investigator Only (v1.0)	EPCO-AA-00059-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma
4289218	9	Epcoritamab CDP- Investigator Only (v1.0)	EPCO-AA-00059-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma
4289218	10	Epcoritamab CDP- Investigator Only (v1.0)	EPCO-AA-00059-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma
860424	11	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	20	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	24	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	21	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	25	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	5	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	18	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	12	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	22	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	8	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	23	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	10	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	7	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
860424	9	Venetoclax Dosing and Administration Guide (CLL/AML) (v4.0)	BCL2-AA-00061-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL)
1059225	3	Clonal Evolution Background (v1.0)	BCL2-AA-00078-FM	Chronic Lymphocytic Leukemia (CLL)
3892927	189	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	150	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	152	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	187	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	5	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	157	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	193	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	153	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
3892927	188	AML Reactive Library - RWE (RL3) (v3.0)	BCL2-AA-00241-FM	Acute Myeloid Leukemia (AML)
6530721	6	M22-128 Clinical Trial Summary Protocol Version 4 (v1.0)	EPCO-AA-00079-FM	DLBCL
4289001	2	Epcoritamab DLBCL Vial to Vial Proactive Print Format (v2.0)	EPCO-AA-00056-FM	DLBCL
1359994	37	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	15	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	40	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	8	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	3	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	16	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	14	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	18	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	36	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	7	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	4	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
1359994	5	VIALE-M Protocol Training Slides (v2.0)	BCL2-AA-00123-FM	Acute Myeloid Leukemia (AML), Hematologic Malignancies
835800	20	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	55	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	38	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	37	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	40	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	65	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	16	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	5	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	18	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	36	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	60	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	31	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	53	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	62	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	49	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835800	72	VIALE A EHA Oral FAQ (v1.0)	BCL2-AA-00059-FM	Acute Myeloid Leukemia (AML)
835798	4	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
835798	5	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
835798	19	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
835798	15	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
835798	6	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
835798	18	VIALE A EHA Oral Data Deck (v1.0)	BCL2-AA-00058-FM	Acute Myeloid Leukemia (AML)
5684395	20	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	2	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	19	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	55	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	37	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	28	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	64	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	46	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	33	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	60	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	42	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	59	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	13	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	31	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	40	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	4	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	57	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	39	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	66	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	48	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	35	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	26	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	44	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	12	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	30	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	21	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	65	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	29	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	52	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	34	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	61	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	7	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	43	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	50	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	14	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	32	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	23	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	5	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	41	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	58	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	49	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	54	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	18	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	36	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	63	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	27	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	9	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	45	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
5684395	1	M22-003 MSL STV Deck Protocol Version 2 (v2.0)	EPCO-AA-00064-FM	DLBCL
1753125	3	Managing Potential Drug-Drug Interactions with Venetoclax (Print) (v1.0)	BCL2-AA-00156-FM	Chronic Lymphocytic Leukemia (CLL)
1669666	4	COVID-19 Vaccine Response in CLL - Proactive Communication Deck (v1.0)	BCL2-AA-00149-FM	Chronic Lymphocytic Leukemia (CLL)
1669666	5	COVID-19 Vaccine Response in CLL - Proactive Communication Deck (v1.0)	BCL2-AA-00149-FM	Chronic Lymphocytic Leukemia (CLL)
1242807	29	IL-23 MDT slide deck (v2.0)	RISN-AA-00172-FM	Crohns Disease (CD)
1242807	27	IL-23 MDT slide deck (v2.0)	RISN-AA-00172-FM	Crohns Disease (CD)
4185914	4	Skyrizi Ph3 CD SC Induction (M23-784 - AFFIRM) FAQ (v1.0)	RISN-AA-00467-FM	Crohns Disease (CD)
3941456	2	2024 JSMO Congress Compendia (v1.0)	CMTP-AA-00003-FM	DLBCL, Follicular Lymphoma, Non-small Cell Lung Cancer (NSCLC), Solid Tumor
3941456	50	2024 JSMO Congress Compendia (v1.0)	CMTP-AA-00003-FM	DLBCL, Follicular Lymphoma, Non-small Cell Lung Cancer (NSCLC), Solid Tumor
3941456	1	2024 JSMO Congress Compendia (v1.0)	CMTP-AA-00003-FM	DLBCL, Follicular Lymphoma, Non-small Cell Lung Cancer (NSCLC), Solid Tumor
1851584	20	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	28	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	22	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	4	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	34	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	32	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	23	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	27	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	26	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
1851584	21	Murano del(17p)/TP53mut Focus Deck (v1.0)	BCL2-AA-00166-FM	Chronic Lymphocytic Leukemia (CLL)
4636715	11	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	20	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	15	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	6	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	17	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	26	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	21	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	16	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	14	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	22	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	12	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4636715	19	M19-072 Outpatient Study Story Deck (v1.0)	BCL2-AA-00260-FM	Acute Myeloid Leukemia (AML)
4098335	37	myDataVizTool IMA - Upadacitinib CD (v1.0)	JAKa-AA-00665-FM	Crohns Disease (CD)
4098335	28	myDataVizTool IMA - Upadacitinib CD (v1.0)	JAKa-AA-00665-FM	Crohns Disease (CD)
4098335	46	myDataVizTool IMA - Upadacitinib CD (v1.0)	JAKa-AA-00665-FM	Crohns Disease (CD)
4098335	3	myDataVizTool IMA - Upadacitinib CD (v1.0)	JAKa-AA-00665-FM	Crohns Disease (CD)
4098335	29	myDataVizTool IMA - Upadacitinib CD (v1.0)	JAKa-AA-00665-FM	Crohns Disease (CD)
4636337	11	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	12	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	10	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	24	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	13	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	6	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
4636337	34	Venetoclax Therapy Management in AML Core Deck (v1.0)	BCL2-AA-00261-FM	Acute Myeloid Leukemia (AML)
760856	4	Viale-C Data CT.gov (v1.0)	BCL2-AA-00041-FM	Acute Myeloid Leukemia (AML)
760856	5	Viale-C Data CT.gov (v1.0)	BCL2-AA-00041-FM	Acute Myeloid Leukemia (AML)
6137173	361	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	31	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	147	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	314	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	397	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	146	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	32	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	5	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
6137173	1	2024 ASH Congress Compendia (v2.0)	EPCO-AA-00071-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM)
1430479	20	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	37	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	64	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	51	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	33	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	24	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	13	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	31	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	22	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	4	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	17	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	35	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	44	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	3	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	56	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	16	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	70	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	5	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	10	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	48	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	65	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
1430479	54	Venetoclax MRD/CLL Narrative FAQs (v3.0)	BCL2-AA-00125-FM	Chronic Lymphocytic Leukemia (CLL)
3523924	35	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	43	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	40	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	46	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	51	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	58	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	64	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	60	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	31	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	38	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	76	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
3523924	45	Patient VUE - Interactive Patient Case (v1.0)	BCL2-AA-00232-FM	Acute Myeloid Leukemia (AML)
4148713	1	2024 VASCULITIS WORKSHOP BCN, Immunology Pipeline Table, Medical Booth. (v1.0)	ABBV-AA-00676-FM	Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Giant Cell Arteritis (GCA), Hidradenitis Suppurativa (HS), Juvenile Idiopathic Arthritis (JIA), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Pediatric Psoriasis (Ped Ps), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Systemic Lupus Erythematosus, Systemic Sclerosis (SSc), Ulcerative Colitis (UC), Vitiligo
3802384	6	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
3802384	4	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
3802384	8	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
3802384	3	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
3802384	16	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
3802384	5	RZB CD Maintenance at 52 weeks Pub Deck (v1.2)	RISN-AA-00462-FM	Crohns Disease (CD)
